incident year,reported month,region of origin,region of incident,country of origin,number of dead,minimum estimated number of missing,total number of dead and missing,number of survivors,number of females,number of males,number of children,cause of death,migration route,region of origin group,country of origin group,cause of death category,extracted country,latitude,longitude,skew transformation total number of dead and missing
2018,november,unknown,northern africa,unknown,2,0,2.0,0,2,0,0,mixed or unknown,unknown,unknown,mixed/unknown,mixed or unknown,libya,32.90977,12.093463,1.0986122886681096
2018,november,latin america / caribbean (p),central america,unknown,1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,latin america / caribbean,mixed/unknown,drowning and related causes,mexico,28.75604838,-100.5306054,0.6931471805599453
2018,november,central america,central america,guatemala,1,0,1.0,0,0,1,1,sickness / lack of access to adequate healthcare,unknown,central america,guatemala,health-related causes,mexico,28.267376,-105.477996,0.6931471805599453
2018,november,western / southern asia (p),europe,unknown,4,0,4.0,0,0,4,0,vehicle accident / death linked to hazardous transport,türkiye-europe land route,western / southern asia,mixed/unknown,environmental conditions and accidents,greece,41.051762,25.4757,1.6094379124341003
2018,november,northern africa,europe,algeria,0,1,1.0,5,0,1,0,drowning,western balkans,northern africa,algeria,drowning and related causes,slovenia,45.565971,14.234048,0.6931471805599453
2018,november,western asia,europe,syrian arab republic,1,0,1.0,8,0,0,0,vehicle accident / death linked to hazardous transport,türkiye-europe land route,western asia,syrian arab republic,environmental conditions and accidents,greece,40.954982,24.386152,0.6931471805599453
2018,november,mixed,mediterranean,unknown,3,0,3.0,0,90,0,0,drowning,western mediterranean,mixed,mixed/unknown,drowning and related causes,morocco,36.150154,-3.405538,1.3862943611198906
2018,november,latin america / caribbean (p),central america,unknown,1,0,1.0,0,0,1,0,vehicle accident / death linked to hazardous transport,unknown,latin america / caribbean,mixed/unknown,environmental conditions and accidents,mexico,29.09715,-110.919818,0.6931471805599453
2018,november,sub-saharan africa (p),mediterranean,unknown,1,0,1.0,0,56,0,0,mixed or unknown,western mediterranean,sub-saharan africa,mixed/unknown,mixed or unknown,morocco,35.944056,-4.296153,0.6931471805599453
2018,november,central america,central america,mexico,1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,central america,mexico,drowning and related causes,mexico,27.499653,-99.50531,0.6931471805599453
2018,november,central america,north america,mexico,2,0,2.0,0,0,1,0,vehicle accident / death linked to hazardous transport,us-mexico border crossing,central america,mexico,environmental conditions and accidents,united states,32.70505562,-116.3577617,1.0986122886681096
2018,november,latin america / caribbean (p),north america,unknown,3,0,3.0,0,8,0,0,vehicle accident / death linked to hazardous transport,us-mexico border crossing,latin america / caribbean,mixed/unknown,environmental conditions and accidents,united states,32.662275,-116.223979,1.3862943611198906
2018,november,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,27.778512,-98.724081,0.6931471805599453
2018,november,central america,central america,el salvador,1,0,1.0,0,1,1,0,vehicle accident / death linked to hazardous transport,us-mexico border crossing,central america,el salvador,environmental conditions and accidents,mexico,32.534377,-117.066199,0.6931471805599453
2018,november,northern africa,mediterranean,algeria,1,0,1.0,0,0,1,0,drowning,central mediterranean,northern africa,algeria,drowning and related causes,algeria,37.595408,7.867908,0.6931471805599453
2018,november,southern asia,south-eastern asia,myanmar,2,0,2.0,0,14,0,0,vehicle accident / death linked to hazardous transport,unknown,southern asia,myanmar,environmental conditions and accidents,thailand,11.788676,99.791487,1.0986122886681096
2018,november,western / southern asia (p),europe,unknown,1,0,1.0,0,0,1,0,drowning,western balkans,western / southern asia,mixed/unknown,drowning and related causes,croatia,45.408498,15.391822,0.6931471805599453
2018,november,southern asia,south-eastern asia,myanmar,2,0,2.0,9,0,0,0,vehicle accident / death linked to hazardous transport,unknown,southern asia,myanmar,environmental conditions and accidents,thailand,11.7941667,99.8152778,1.0986122886681096
2018,december,central america,north america,mexico,1,0,1.0,0,0,0,0,sickness / lack of access to adequate healthcare,us-mexico border crossing,central america,mexico,health-related causes,united states,29.60816059,-102.8835701,0.6931471805599453
2018,december,southern asia,europe,iran (islamic republic of),1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",western balkans,southern asia,iran (islamic republic of),environmental conditions and accidents,croatia,45.08165567,19.19653095,0.6931471805599453
2018,december,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,27.122955,-98.0936,0.6931471805599453
2018,december,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.9188,-112.92636,0.6931471805599453
2018,december,eastern africa (p),northern africa,unknown,2,0,2.0,0,1,0,0,mixed or unknown,sahara desert crossing,eastern africa,mixed/unknown,mixed or unknown,libya,31.97037405,14.02574984,1.0986122886681096
2018,december,eastern africa (p),northern africa,unknown,1,0,1.0,0,0,0,0,mixed or unknown,sahara desert crossing,eastern africa,mixed/unknown,mixed or unknown,libya,31.82154918,20.26718585,0.6931471805599453
2018,december,eastern africa (p),northern africa,unknown,1,0,1.0,0,0,0,0,vehicle accident / death linked to hazardous transport,sahara desert crossing,eastern africa,mixed/unknown,environmental conditions and accidents,libya,22.255737,23.527344,0.6931471805599453
2018,december,unknown,western africa,unknown,3,0,3.0,0,0,0,0,vehicle accident / death linked to hazardous transport,sahara desert crossing,unknown,mixed/unknown,environmental conditions and accidents,niger,23.082234,12.70931,1.3862943611198906
2018,december,northern africa,mediterranean,algeria,2,0,2.0,0,32,2,0,drowning,western mediterranean,northern africa,algeria,drowning and related causes,algeria,36.20641,-0.440445,1.0986122886681096
2018,december,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,drowning,us-mexico border crossing,latin america / caribbean,mixed/unknown,drowning and related causes,united states,25.886732,-97.518249,0.6931471805599453
2018,december,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,drowning,us-mexico border crossing,latin america / caribbean,mixed/unknown,drowning and related causes,united states,26.16075,-98.349042,0.6931471805599453
2018,december,southern asia,western asia,"afghanistan,unknown",3,0,3.0,0,1,3,0,"harsh environmental conditions / lack of adequate shelter, food, water",unknown,southern asia,mixed/unknown,environmental conditions and accidents,inconclusive location,41.306959,26.519596,1.3862943611198906
2018,december,latin america / caribbean (p),central america,unknown,1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,latin america / caribbean,mixed/unknown,drowning and related causes,mexico,26.150512,-98.33858,0.6931471805599453
2018,december,sub-saharan africa (p),western africa,unknown,1,0,1.0,0,1,0,0,sickness / lack of access to adequate healthcare,unknown,sub-saharan africa,mixed/unknown,health-related causes,burkina faso,12.194573,-0.356249,0.6931471805599453
2018,december,sub-saharan africa (p),western africa,unknown,1,0,1.0,0,1,1,0,sickness / lack of access to adequate healthcare,unknown,sub-saharan africa,mixed/unknown,health-related causes,benin,10.62434,1.254769,0.6931471805599453
2018,december,sub-saharan africa (p),western africa,unknown,1,0,1.0,0,1,1,0,vehicle accident / death linked to hazardous transport,unknown,sub-saharan africa,mixed/unknown,environmental conditions and accidents,mali,13.410796,-6.247758,0.6931471805599453
2018,december,unknown,mediterranean,unknown,12,3,15.0,0,10,0,0,drowning,central mediterranean,unknown,mixed/unknown,drowning and related causes,libya,32.835794,15.372368,2.772588722239781
2018,december,northern africa,mediterranean,algeria,3,3,6.0,0,5,2,0,drowning,western mediterranean,northern africa,algeria,drowning and related causes,algeria,36.993449,4.395623,1.9459101490553132
2018,december,western / southern asia (p),western asia,unknown,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",türkiye-europe land route,western / southern asia,mixed/unknown,environmental conditions and accidents,inconclusive location,41.090092,26.347378,0.6931471805599453
2018,december,latin america / caribbean (p),north america,unknown,1,0,1.0,0,2,1,0,drowning,us-mexico border crossing,latin america / caribbean,mixed/unknown,drowning and related causes,united states,32.65921362,-115.5774445,0.6931471805599453
2018,december,unknown,northern africa,unknown,1,0,1.0,0,0,0,0,mixed or unknown,sahara desert crossing,unknown,mixed/unknown,mixed or unknown,libya,27.029796,14.505565,0.6931471805599453
2018,december,sub-saharan africa (p),western africa,unknown,2,0,2.0,0,0,1,0,vehicle accident / death linked to hazardous transport,unknown,sub-saharan africa,mixed/unknown,environmental conditions and accidents,mali,14.084226,-3.08248,1.0986122886681096
2018,december,sub-saharan africa (p),western africa,unknown,2,0,2.0,0,2,1,0,mixed or unknown,unknown,sub-saharan africa,mixed/unknown,mixed or unknown,inconclusive location,5.422953,-4.084726,1.0986122886681096
2018,december,sub-saharan africa (p),western africa,unknown,1,0,1.0,0,0,1,0,sickness / lack of access to adequate healthcare,unknown,sub-saharan africa,mixed/unknown,health-related causes,inconclusive location,6.936205,-6.476191,0.6931471805599453
2018,december,sub-saharan africa (p),western africa,unknown,1,0,1.0,0,0,0,0,violence,sahara desert crossing,sub-saharan africa,mixed/unknown,violence and related causes,mali,15.288737,-1.697259,0.6931471805599453
2018,december,caribbean,caribbean,dominican republic,0,7,7.0,0,21,0,0,drowning,dominican republic to puerto rico,caribbean,dominican republic,drowning and related causes,dominica,17.962065,-68.2915,2.0794415416798357
2018,december,sub-saharan africa (p),mediterranean,unknown,1,0,1.0,0,0,1,0,drowning,western mediterranean,sub-saharan africa,mixed/unknown,drowning and related causes,spain,35.948083,-5.277967,0.6931471805599453
2018,december,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,drowning,us-mexico border crossing,latin america / caribbean,mixed/unknown,drowning and related causes,united states,27.427587,-99.491763,0.6931471805599453
2018,december,sub-saharan africa (p),western africa,unknown,1,0,1.0,0,1,0,0,mixed or unknown,unknown,sub-saharan africa,mixed/unknown,mixed or unknown,inconclusive location,5.451341,-4.041236,0.6931471805599453
2018,december,sub-saharan africa (p),western africa,unknown,1,0,1.0,0,0,1,0,vehicle accident / death linked to hazardous transport,unknown,sub-saharan africa,mixed/unknown,environmental conditions and accidents,guinea,9.702537,-13.553884,0.6931471805599453
2018,december,central america,central america,mexico,1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,central america,mexico,drowning and related causes,mexico,27.629882,-99.626826,0.6931471805599453
2018,december,latin america / caribbean (p),central america,unknown,1,0,1.0,0,0,0,0,drowning,us-mexico border crossing,latin america / caribbean,mixed/unknown,drowning and related causes,mexico,28.337657,-100.308865,0.6931471805599453
2018,december,central america,central america,guatemala,1,0,1.0,3,1,0,0,violence,unknown,central america,guatemala,violence and related causes,mexico,17.997026,-95.385768,0.6931471805599453
2018,december,central america,north america,guatemala,1,0,1.0,0,0,0,0,sickness / lack of access to adequate healthcare,us-mexico border crossing,central america,guatemala,health-related causes,united states,31.770748,-106.499407,0.6931471805599453
2018,december,central america,north america,guatemala,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,central america,guatemala,mixed or unknown,united states,26.18245506,-98.37982216,0.6931471805599453
2018,december,sub-saharan africa (p),western africa,unknown,1,0,1.0,0,0,0,0,sickness / lack of access to adequate healthcare,sahara desert crossing,sub-saharan africa,mixed/unknown,health-related causes,niger,13.834611,8.969554,0.6931471805599453
2018,december,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,latin america / caribbean,mixed/unknown,drowning and related causes,united states,32.66548452,-115.502037,0.6931471805599453
2018,december,unknown,northern africa,unknown,3,0,3.0,0,1,0,0,mixed or unknown,sahara desert crossing,unknown,mixed/unknown,mixed or unknown,libya,27.228859,13.308322,1.3862943611198906
2018,december,unknown,northern africa,unknown,1,0,1.0,0,1,1,0,mixed or unknown,sahara desert crossing,unknown,mixed/unknown,mixed or unknown,libya,27.025169,13.831541,0.6931471805599453
2018,december,unknown,western africa,unknown,1,0,1.0,0,1,0,0,sickness / lack of access to adequate healthcare,sahara desert crossing,unknown,mixed/unknown,health-related causes,niger,16.950751,7.971896,0.6931471805599453
2018,december,unknown,western africa,unknown,1,0,1.0,0,0,0,0,sickness / lack of access to adequate healthcare,sahara desert crossing,unknown,mixed/unknown,health-related causes,niger,16.971438,7.979879,0.6931471805599453
2018,december,unknown,mediterranean,unknown,2,0,2.0,0,49,0,0,drowning,western mediterranean,unknown,mixed/unknown,drowning and related causes,morocco,35.55536,-3.233348,1.0986122886681096
2018,december,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.4532,-113.18275,0.6931471805599453
2018,december,latin america / caribbean (p),central america,unknown,1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,latin america / caribbean,mixed/unknown,drowning and related causes,mexico,27.630474,-99.625893,0.6931471805599453
2018,december,sub-saharan africa (p),middle africa,unknown,1,0,1.0,0,0,0,0,sickness / lack of access to adequate healthcare,unknown,sub-saharan africa,mixed/unknown,health-related causes,chad,12.122781,15.137822,0.6931471805599453
2018,december,sub-saharan africa (p),western africa,unknown,1,0,1.0,0,0,0,0,mixed or unknown,unknown,sub-saharan africa,mixed/unknown,mixed or unknown,niger,6.489254,3.233104,0.6931471805599453
2018,december,western / southern asia (p),europe,unknown,3,0,3.0,6,0,3,0,vehicle accident / death linked to hazardous transport,türkiye-europe land route,western / southern asia,mixed/unknown,environmental conditions and accidents,greece,40.989655,24.630244,1.3862943611198906
2018,december,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,29.82761191,-102.5924324,0.6931471805599453
2018,december,unknown,northern africa,unknown,4,0,4.0,0,1,1,0,mixed or unknown,sahara desert crossing,unknown,mixed/unknown,mixed or unknown,libya,25.434334,14.324311,1.6094379124341003
2018,december,central america,central america,honduras,2,0,2.0,0,1,2,2,violence,us-mexico border crossing,central america,honduras,violence and related causes,united states,32.5382967,-117.0140624,1.0986122886681096
2018,december,caribbean,caribbean,dominican republic,2,4,6.0,0,5,0,0,drowning,dominican republic to puerto rico,caribbean,dominican republic,drowning and related causes,dominica,19.1125625,-69.3134375,1.9459101490553132
2018,december,unknown,northern africa,unknown,1,0,1.0,0,0,0,0,sickness / lack of access to adequate healthcare,sahara desert crossing,unknown,mixed/unknown,health-related causes,libya,27.538287,14.275829,0.6931471805599453
2018,december,unknown,northern africa,unknown,1,0,1.0,0,0,0,0,sickness / lack of access to adequate healthcare,sahara desert crossing,unknown,mixed/unknown,health-related causes,libya,22.525208,22.721317,0.6931471805599453
2018,december,unknown,northern africa,unknown,1,0,1.0,0,1,1,0,sickness / lack of access to adequate healthcare,sahara desert crossing,unknown,mixed/unknown,health-related causes,libya,22.172928,23.571459,0.6931471805599453
2018,december,unknown,western africa,unknown,2,0,2.0,0,1,0,0,mixed or unknown,sahara desert crossing,unknown,mixed/unknown,mixed or unknown,algeria,20.600552,7.88177,1.0986122886681096
2018,december,unknown,western africa,unknown,6,0,6.0,0,1,0,0,mixed or unknown,sahara desert crossing,unknown,mixed/unknown,mixed or unknown,niger,18.993934,13.091769,1.9459101490553132
2018,december,unknown,western africa,unknown,2,0,2.0,0,0,0,0,vehicle accident / death linked to hazardous transport,sahara desert crossing,unknown,mixed/unknown,environmental conditions and accidents,niger,20.189659,12.983586,1.0986122886681096
2018,december,unknown,northern africa,unknown,1,0,1.0,0,0,0,0,mixed or unknown,sahara desert crossing,unknown,mixed/unknown,mixed or unknown,algeria,23.101567,5.621744,0.6931471805599453
2018,december,latin america / caribbean (p),north america,unknown,1,0,1.0,0,1,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.81854,-111.81162,0.6931471805599453
2018,december,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.34495,-111.4995,0.6931471805599453
2018,december,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.92433,-112.86985,0.6931471805599453
2018,december,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.5865,-111.3585,0.6931471805599453
2018,december,central america,north america,guatemala,1,0,1.0,0,0,1,0,vehicle accident / death linked to hazardous transport,us-mexico border crossing,central america,guatemala,environmental conditions and accidents,united states,31.89718908,-106.4391036,0.6931471805599453
2018,december,northern africa,mediterranean,algeria,8,0,8.0,0,0,0,0,drowning,central mediterranean,northern africa,algeria,drowning and related causes,tunisia,37.07483589,8.724048758,2.1972245773362196
2018,december,sub-saharan africa (p),mediterranean,unknown,1,0,1.0,0,58,1,0,drowning,western mediterranean,sub-saharan africa,mixed/unknown,drowning and related causes,morocco,36.17464226,-3.809567348,0.6931471805599453
2018,december,central america,central america,mexico,1,0,1.0,0,0,1,1,drowning,us-mexico border crossing,central america,mexico,drowning and related causes,mexico,28.70236035,-100.5115385,0.6931471805599453
2018,december,northern africa,europe,tunisia,1,0,1.0,0,0,0,1,vehicle accident / death linked to hazardous transport,western balkans,northern africa,tunisia,environmental conditions and accidents,serbia,45.12186907,19.21323682,0.6931471805599453
2018,december,unknown,northern africa,unknown,2,0,2.0,0,1,1,0,vehicle accident / death linked to hazardous transport,sahara desert crossing,unknown,mixed/unknown,environmental conditions and accidents,libya,21.445763,24.50866,1.0986122886681096
2018,december,unknown,northern africa,unknown,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",sahara desert crossing,unknown,mixed/unknown,environmental conditions and accidents,libya,20.624941,24.256095,0.6931471805599453
2018,december,eastern africa (p),eastern africa,unknown,2,0,2.0,0,2,0,2,mixed or unknown,unknown,eastern africa,mixed/unknown,mixed or unknown,djibouti,41.839523,11.722628,1.0986122886681096
2018,december,unknown,northern africa,unknown,1,0,1.0,0,1,0,0,sickness / lack of access to adequate healthcare,sahara desert crossing,unknown,mixed/unknown,health-related causes,libya,20.987943,24.223409,0.6931471805599453
2018,december,unknown,northern africa,unknown,1,0,1.0,0,1,0,0,sickness / lack of access to adequate healthcare,sahara desert crossing,unknown,mixed/unknown,health-related causes,libya,20.987943,24.223409,0.6931471805599453
2018,december,unknown,northern africa,unknown,1,0,1.0,0,0,1,0,sickness / lack of access to adequate healthcare,sahara desert crossing,unknown,mixed/unknown,health-related causes,libya,20.873394,24.759856,0.6931471805599453
2018,december,unknown,western africa,unknown,2,0,2.0,0,1,1,0,sickness / lack of access to adequate healthcare,sahara desert crossing,unknown,mixed/unknown,health-related causes,niger,18.993934,13.091769,1.0986122886681096
2018,december,unknown,mediterranean,unknown,12,12,24.0,0,31,2,10,drowning,western mediterranean,unknown,mixed/unknown,drowning and related causes,spain,36.38585817,-2.625576919,3.2188758248682006
2018,december,unknown,mediterranean,unknown,1,0,1.0,0,56,0,0,mixed or unknown,western mediterranean,unknown,mixed/unknown,mixed or unknown,spain,35.8621015,-3.230474337,0.6931471805599453
2018,december,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.781883,-111.46495,0.6931471805599453
2018,december,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,1,drowning,us-mexico border crossing,latin america / caribbean,mixed/unknown,drowning and related causes,united states,28.6558304,-100.4806113,0.6931471805599453
2018,december,northern africa,mediterranean,algeria,8,12,20.0,0,9,3,1,drowning,western mediterranean,northern africa,algeria,drowning and related causes,algeria,36.65666574,1.229045427,3.044522437723423
2018,december,northern africa,mediterranean,algeria,1,0,1.0,0,0,0,1,drowning,western mediterranean,northern africa,algeria,drowning and related causes,spain,35.91496169,-5.380634705,0.6931471805599453
2018,december,western asia,western asia,syrian arab republic,1,0,1.0,0,0,0,1,violence,syria to türkiye,western asia,syrian arab republic,violence and related causes,syria,36.01097638,36.29189363,0.6931471805599453
2018,december,unknown,northern africa,unknown,2,0,2.0,0,0,2,0,mixed or unknown,sahara desert crossing,unknown,mixed/unknown,mixed or unknown,ethiopia,12.953846,36.152215,1.0986122886681096
2018,december,unknown,western africa,unknown,3,0,3.0,0,1,1,0,vehicle accident / death linked to hazardous transport,sahara desert crossing,unknown,mixed/unknown,environmental conditions and accidents,niger,20.202067,12.979217,1.3862943611198906
2018,december,western asia,western asia,syrian arab republic,1,0,1.0,0,0,0,1,violence,syria to türkiye,western asia,syrian arab republic,violence and related causes,syria,35.96307134,36.29464022,0.6931471805599453
2018,december,sub-saharan africa (p),mediterranean,unknown,0,2,2.0,0,69,0,0,mixed or unknown,western mediterranean,sub-saharan africa,mixed/unknown,mixed or unknown,inconclusive location,36.17553918,-3.432980467,1.0986122886681096
2018,december,unknown,mediterranean,unknown,0,12,12.0,0,0,1,11,drowning,western mediterranean,unknown,mixed/unknown,drowning and related causes,morocco,35.94038665,-5.940460713,2.5649493574615367
2018,december,unknown,mediterranean,unknown,4,0,4.0,0,56,0,0,drowning,western mediterranean,unknown,mixed/unknown,drowning and related causes,morocco,35.48168069,-3.342110715,1.6094379124341003
2018,december,central america,north america,guatemala,1,0,1.0,0,0,0,1,sickness / lack of access to adequate healthcare,us-mexico border crossing,central america,guatemala,health-related causes,united states,32.92523881,-105.9331643,0.6931471805599453
2018,december,southern asia,europe,afghanistan,1,0,1.0,0,0,0,1,vehicle accident / death linked to hazardous transport,unknown,southern asia,afghanistan,environmental conditions and accidents,italy,43.60990251,13.45659002,0.6931471805599453
2018,december,central america,north america,mexico,1,0,1.0,0,0,0,1,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,central america,mexico,environmental conditions and accidents,united states,28.75900692,-100.5193484,0.6931471805599453
2018,december,unknown,northern africa,unknown,1,0,1.0,0,0,1,0,sickness / lack of access to adequate healthcare,sahara desert crossing,unknown,mixed/unknown,health-related causes,libya,27.047987,14.492574,0.6931471805599453
2018,december,central america,north america,mexico,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,central america,mexico,mixed or unknown,united states,27.02891699,-98.07034531,0.6931471805599453
2018,december,unknown,eastern africa,unknown,2,0,2.0,11,0,2,0,vehicle accident / death linked to hazardous transport,horn of africa to yemen crossing,unknown,mixed/unknown,environmental conditions and accidents,somalia,11.2755407,49.1878994,1.0986122886681096
2018,december,western asia,mediterranean,syrian arab republic,0,7,7.0,1,0,0,0,drowning,eastern mediterranean,western asia,syrian arab republic,drowning and related causes,cyprus,34.86902445,34.49283577,2.0794415416798357
2018,december,central america,north america,mexico,1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,central america,mexico,drowning and related causes,united states,32.54188202,-117.1337341,0.6931471805599453
2018,december,eastern africa,eastern africa,ethiopia,14,0,14.0,12,0,0,0,vehicle accident / death linked to hazardous transport,unknown,eastern africa,ethiopia,environmental conditions and accidents,tanzania,-6.840928719,37.62619356,2.70805020110221
2018,december,caribbean,caribbean,bahamas,0,2,2.0,18,1,1,1,drowning,caribbean to us,caribbean,bahamas,drowning and related causes,united states,26.8304375,-79.5253125,1.0986122886681096
2018,december,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.27932,-112.8548,0.6931471805599453
2018,december,central america,north america,mexico,2,0,2.0,0,0,0,0,mixed or unknown,us-mexico border crossing,central america,mexico,mixed or unknown,united states,32.6926512,-114.6276916,1.0986122886681096
2018,march,southern asia,europe,afghanistan,1,0,1.0,0,0,1,0,violence,english channel to the uk,southern asia,afghanistan,violence and related causes,france,51.0207,1.836339,0.6931471805599453
2018,july,western asia,western asia,syrian arab republic,1,0,1.0,1,0,1,0,violence,unknown,western asia,syrian arab republic,violence and related causes,lebanon,33.35723644,35.74958852,0.6931471805599453
2018,february,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,33.061615,-113.367348,0.6931471805599453
2018,february,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.89326,-110.57696,0.6931471805599453
2018,october,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.648467,-112.777867,0.6931471805599453
2018,october,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.73185,-112.121783,0.6931471805599453
2018,march,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.668282,-112.817947,0.6931471805599453
2018,may,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.912367,-113.02035,0.6931471805599453
2018,may,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.83735,-113.10065,0.6931471805599453
2018,june,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.279068,-111.363716,0.6931471805599453
2018,december,eastern africa,eastern africa,comoros,1,12,13.0,0,0,0,0,drowning,comoros to mayotte,eastern africa,comoros,drowning and related causes,comoros,-12.565108,44.862988,2.639057329615259
2018,november,western / southern asia (p),europe,mixed/unknown,1,0,1.0,0,0,1,0,drowning,western balkans,western / southern asia,mixed/unknown,drowning and related causes,inconclusive location,44.56305,19.04305,0.6931471805599453
2018,march,sub-saharan africa (p),northern africa,unknown,2,0,2.0,1,0,2,0,violence,sahara desert crossing,sub-saharan africa,mixed/unknown,violence and related causes,libya,24.93364177,14.63303261,1.0986122886681096
2018,august,sub-saharan africa (p),northern africa,unknown,1,0,1.0,0,0,1,0,sickness / lack of access to adequate healthcare,western balkans,sub-saharan africa,mixed/unknown,health-related causes,algeria,31.66708941,-2.062045632,0.6931471805599453
2019,january,sub-saharan africa (p),mediterranean,unknown,1,0,1.0,67,0,0,0,drowning,western mediterranean,sub-saharan africa,mixed/unknown,drowning and related causes,morocco,35.886028765,-3.811126193,0.6931471805599453
2019,january,sub-saharan africa (p),mediterranean,unknown,1,0,1.0,0,0,1,0,drowning,western mediterranean,sub-saharan africa,mixed/unknown,drowning and related causes,spain,36.184741289,-5.915458664,0.6931471805599453
2019,january,unknown,mediterranean,unknown,6,0,6.0,0,0,0,0,drowning,central mediterranean,unknown,mixed/unknown,drowning and related causes,libya,31.208814747,16.594403366,1.9459101490553132
2019,january,central america,north america,mexico,1,0,1.0,0,0,1,0,sickness / lack of access to adequate healthcare,us-mexico border crossing,central america,mexico,health-related causes,united states,32.656797994,-116.268879535,0.6931471805599453
2019,january,unknown,mediterranean,unknown,3,0,3.0,0,0,0,0,drowning,central mediterranean,unknown,mixed/unknown,drowning and related causes,libya,31.203216498,16.547533398,1.3862943611198906
2019,january,unknown,mediterranean,unknown,2,0,2.0,0,0,0,0,drowning,central mediterranean,unknown,mixed/unknown,drowning and related causes,libya,31.211438509,16.540666943,1.0986122886681096
2019,january,sub-saharan africa (p),mediterranean,unknown,1,0,1.0,0,0,1,0,drowning,western mediterranean,sub-saharan africa,mixed/unknown,drowning and related causes,spain,36.4853674,-4.738263,0.6931471805599453
